CustomerID,Customer_Segment,Age,Gender,Job_Category,Annual_Income,Marital_Status,Product,Quantity,Unit_Price,Discount_Applied,Payment_Method,Revenue,Customer_Lifetime_Value,Profit_Margin,Loyalty_Score,Loyalty_Tier,Customer_Satisfaction,Purchase_Frequency,Days_Since_Last_Purchase,Purchase_Date,Purchase_Hour,Season,Days_to_Next_Purchase,Payment_Delay_Days,First_Purchase_Channel,Net_Revenue,Revenue_per_Unit,Age_Group,Revenue_Tier,Purchase_Month,Purchase_Quarter,Purchase_Year
C01597,Regular,51,Male,IT,25000,Single,Product_A,4,90.81,0.175,Bank Transfer,579,8033,0.642,18.2,Bronze,1,7,11,28-07-2024,8,Winter,19,0,Online,477.675,144.75,46-60,Medium,7,3,2024
C01598,New,72,Male,Other,59082,Married,Product_E,3,24.66,0.545,PayPal,2257,16403,0.775,33.3,Silver,2.6,8,47,28-09-2024,14,Winter,49,2,Online,1026.935,752.33,60+,Premium,9,3,2024
C01599,Regular,42,Female,Finance,78063,Widowed,Product_D,1,42.23,0.4,Credit Card,496,35614,0.583,31.4,Silver,1.4,2,39,20-09-2024,10,Summer,15,0,App,297.6,496,31-45,Medium,9,3,2024
C01600,VIP,31,Female,Healthcare,173588,Married,Product_B,1,60.95,0.328,Digital Wallet,360,72193,0.262,25.7,Silver,1.3,5,42,22-11-2024,8,Winter,3,4,Online,241.92,360,31-45,Low,11,4,2024
C01601,VIP,39,Male,Retail,58751,Divorced,Product_B,3,49.25,0.118,Bank Transfer,2295,8933,0.372,9.5,Bronze,2.4,4,14,20-10-2024,9,Summer,22,0,Online,2024.19,765,31-45,Premium,10,4,2024
C01602,Regular,62,Male,Other,69629,Married,Product_C,1,66.45,0.249,PayPal,652,34642,0.726,25.2,Silver,2,1,10,24-07-2024,16,Fall,33,6,App,489.652,652,60+,Medium,7,3,2024
C01603,New,32,Female,Education,31241,Married,Product_D,4,46.44,0.099,Credit Card,905,14383,0.098,44.5,Silver,2.9,3,113,27-01-2023,7,Spring,66,1,Store,815.405,226.25,31-45,Medium,1,1,2023
C01604,VIP,30,Female,Healthcare,29764,Divorced,Product_D,1,47.93,0.286,Bank Transfer,5857,29826,0.519,54.1,Gold,5,1,11,15-09-2024,8,Fall,28,2,Store,4181.898,5857,18-30,Premium,9,3,2024
C01605,New,34,Female,IT,37041,Single,Product_A,1,69.94,0.161,PayPal,502,24071,0.179,46,Silver,2.3,2,35,04-11-2024,8,Summer,18,0,App,421.178,502,31-45,Medium,11,4,2024
C01606,VIP,27,Female,Healthcare,44611,Married,Product_B,1,23.86,0.072,Bank Transfer,1301,4496,0.18,5.6,Bronze,1,3,36,11-12-2024,9,Fall,45,8,Store,1207.328,1301,18-30,High,12,4,2024
C01607,VIP,43,Male,Manufacturing,50308,Married,Product_C,1,61.83,0.358,Credit Card,928,12568,0.179,16.9,Bronze,1,2,60,01-10-2023,8,Fall,62,0,Online,595.776,928,31-45,Medium,10,4,2023
C01608,Regular,66,Male,Other,103213,Married,Product_D,4,43.4,0.509,Bank Transfer,1631,22855,0.511,31.9,Silver,2.3,9,20,30-01-2023,16,Winter,32,1,Online,800.821,407.75,60+,High,1,1,2023
C01609,New,46,Male,Retail,28304,Married,Product_B,1,23.03,0.288,Bank Transfer,1127,17723,0.741,36.9,Silver,3.1,12,54,04-07-2023,21,Spring,24,6,Store,802.424,1127,46-60,High,7,3,2023
C01610,Regular,38,Female,Healthcare,35290,Divorced,Product_C,3,120.93,0.172,PayPal,1561,9204,0.535,25.9,Silver,2.8,2,12,07-10-2023,10,Winter,5,8,Store,1292.508,520.33,31-45,High,10,4,2023
C01611,Regular,37,Male,Education,70341,Married,Product_D,4,106.38,0.141,PayPal,1373,32379,0.517,53.4,Gold,3.1,1,0,20-12-2024,11,Fall,40,3,Store,1179.407,343.25,31-45,High,12,4,2024
C01612,Regular,18,Male,Other,25000,Single,Product_B,1,24.45,0.259,Bank Transfer,670,5879,0.691,18.5,Bronze,1.2,4,46,13-11-2023,13,Spring,4,15,App,496.47,670,18-30,Medium,11,4,2023
C01613,New,55,Female,Other,67477,Married,Product_A,1,50.51,0.123,Digital Wallet,1070,10462,0.172,26.3,Silver,2.4,1,22,14-12-2023,20,Winter,12,2,App,938.39,1070,46-60,High,12,4,2023
C01614,New,40,Male,Finance,77254,Single,Product_E,1,88.49,0.49,Digital Wallet,853,50349,0.555,47.5,Silver,2.7,9,77,26-12-2023,8,Spring,107,2,Store,435.03,853,31-45,Medium,12,4,2023
C01615,VIP,39,Female,Manufacturing,25000,Married,Product_C,3,20.91,0.143,Credit Card,2219,6707,0.521,15.9,Bronze,1.6,3,36,07-01-2023,19,Summer,49,0,Store,1901.683,739.67,31-45,Premium,1,1,2023
C01616,VIP,85,Female,Education,25000,Single,Product_A,1,42.59,0.172,Credit Card,2361,3702,0.367,13.8,Bronze,1.3,5,41,05-07-2023,12,Spring,46,8,Online,1954.908,2361,60+,Premium,7,3,2023
C01617,Regular,46,Non-binary,Manufacturing,25000,Married,Product_C,1,54.94,0.05,Credit Card,572,4388,0.346,10.2,Bronze,1,1,32,27-05-2023,13,Summer,71,1,Online,543.4,572,46-60,Medium,5,2,2023
C01618,VIP,30,Male,Education,83425,Single,Product_D,1,45.24,0.289,Digital Wallet,376,2109,0.607,3.2,Bronze,1,5,14,02-08-2024,16,Winter,31,13,Store,267.336,376,18-30,Low,8,3,2024
C01619,VIP,35,Female,Finance,51497,Married,Product_B,3,72.23,0.143,Credit Card,559,7745,0.196,21.8,Bronze,2.1,1,1,04-11-2024,15,Summer,43,3,Online,479.063,186.33,31-45,Medium,11,4,2024
C01620,New,59,Female,Healthcare,52029,Single,Product_B,2,11.19,0.097,PayPal,622,9480,0.318,10.7,Bronze,1.4,7,40,15-02-2024,12,Fall,93,0,Store,561.666,311,46-60,Medium,2,1,2024
C01621,New,43,Male,Healthcare,93784,Single,Product_C,1,58.6,0.295,PayPal,254,6133,0.602,9,Bronze,1,2,13,13-03-2023,12,Fall,52,11,Store,179.07,254,31-45,Low,3,1,2023
C01622,Regular,20,Female,Retail,66305,Widowed,Product_E,1,38.38,0.117,Credit Card,1975,48283,0.391,39.3,Silver,2.6,4,3,26-05-2023,13,Winter,28,5,Store,1743.925,1975,18-30,Premium,5,2,2023
C01623,New,55,Male,Healthcare,85503,Single,Product_B,4,35.56,0.006,Credit Card,382,24859,0.386,18.4,Bronze,1,6,25,10-10-2024,12,Spring,112,1,Store,379.708,95.5,46-60,Low,10,4,2024
C01624,Regular,31,Male,Education,25000,Single,Product_E,3,61.5,0.368,Bank Transfer,2848,4362,0.014,31.9,Silver,3.4,1,16,01-02-2023,14,Fall,64,4,App,1799.936,949.33,31-45,Premium,2,1,2023
C01625,New,70,Male,Manufacturing,103145,Married,Product_A,1,31.64,0.114,Credit Card,1135,61144,0.547,41.8,Silver,3.1,3,2,04-04-2023,10,Spring,1,3,Online,1005.61,1135,60+,High,4,2,2023
C01626,New,58,Female,Manufacturing,34510,Widowed,Product_A,5,16.39,0.303,Credit Card,538,7548,0.373,12.4,Bronze,1,16,202,27-06-2024,17,Spring,63,1,Store,374.986,107.6,46-60,Medium,6,2,2024
C01627,New,35,Male,Retail,122116,Single,Product_D,1,101.44,0.163,Credit Card,809,99294,0.132,47.4,Silver,3,5,21,09-08-2023,13,Spring,23,1,Online,677.133,809,31-45,Medium,8,3,2023
C01628,Regular,61,Male,Education,25000,Married,Product_A,1,34.31,0.283,Credit Card,853,4667,0.728,21.3,Bronze,1,10,14,21-01-2024,15,Summer,3,1,Store,611.601,853,60+,Medium,1,1,2024
C01629,New,43,Male,Other,29698,Widowed,Product_C,3,11.78,0.13,PayPal,303,7748,0.308,31,Silver,1.6,8,13,05-03-2024,10,Winter,26,3,Store,263.61,101,31-45,Low,3,1,2024
C01630,VIP,54,Male,Education,122267,Married,Product_C,5,95.3,0.099,Credit Card,5121,120758,0.618,61.1,Gold,4.9,4,27,09-04-2024,23,Spring,39,0,Store,4614.021,1024.2,46-60,Premium,4,2,2024
C01631,Regular,49,Male,IT,104155,Married,Product_C,3,104.36,0.263,Bank Transfer,1307,25819,0.484,22.1,Bronze,1.5,4,58,16-12-2023,14,Winter,6,13,Store,963.259,435.67,46-60,High,12,4,2023
C01632,New,29,Male,Healthcare,73993,Married,Product_A,3,36.38,0.084,Credit Card,156,7000,0.272,7.5,Bronze,1.2,1,7,11-06-2023,6,Spring,130,9,App,142.896,52,18-30,Low,6,2,2023
C01633,New,32,Male,Other,100051,Married,Product_E,2,26.01,0.456,Credit Card,3000,55550,0.486,46.3,Silver,3.7,1,24,14-01-2024,13,Winter,84,5,Online,1632,1500,31-45,Premium,1,1,2024
C01634,Regular,57,Male,Healthcare,25000,Married,Product_A,2,59.65,0.153,Bank Transfer,1232,15154,0.293,31.9,Silver,2.2,1,37,16-11-2023,12,Winter,129,5,Store,1043.504,616,46-60,High,11,4,2023
C01635,Regular,36,Male,IT,32375,Married,Product_A,8,45.13,0.225,PayPal,2099,13684,0.445,21.3,Bronze,2.7,4,54,29-11-2023,14,Spring,66,2,Online,1626.725,262.38,31-45,Premium,11,4,2023
C01636,Regular,35,Female,Healthcare,66979,Married,Product_B,1,107.55,0.231,Credit Card,868,35494,0.801,31.9,Silver,2.5,1,62,04-08-2024,13,Summer,23,6,Store,667.492,868,31-45,Medium,8,3,2024
C01637,New,27,Female,Finance,106014,Single,Product_D,1,43.56,0.19,PayPal,1023,70845,0.142,35.3,Silver,2.2,3,3,02-09-2024,8,Spring,7,0,App,828.63,1023,18-30,High,9,3,2024
C01638,Regular,48,Male,IT,59978,Married,Product_A,1,29.89,0.206,Bank Transfer,194,23719,0.349,35.2,Silver,1.5,3,10,28-03-2023,12,Spring,49,6,Online,154.036,194,46-60,Low,3,1,2023
C01639,New,72,Male,IT,76493,Married,Product_B,1,343.25,0.234,Credit Card,313,37982,0.289,31.4,Silver,1.9,7,3,23-02-2023,15,Fall,1,1,Online,239.758,313,60+,Low,2,1,2023
C01640,New,25,Female,Education,30239,Married,Product_B,1,108.67,0.449,PayPal,231,4997,0.641,17.2,Bronze,1.8,16,16,09-06-2023,10,Winter,105,1,Online,127.281,231,18-30,Low,6,2,2023
C01641,New,42,Male,Manufacturing,128751,Single,Product_B,3,115.94,0.234,Credit Card,4094,24166,0.029,35.3,Silver,3.4,2,3,11-06-2023,17,Fall,10,3,Store,3136.004,1364.67,31-45,Premium,6,2,2023
C01642,Regular,63,Female,IT,112832,Married,Product_A,2,58.56,0.375,Credit Card,1661,78798,0.377,35,Silver,2.5,2,6,24-09-2024,13,Summer,54,0,Online,1038.125,830.5,60+,High,9,3,2024
C01643,Regular,40,Female,IT,25023,Single,Product_D,1,49.06,0.216,Digital Wallet,545,4500,0.855,26.9,Silver,2.3,2,2,20-02-2023,13,Fall,29,4,App,427.28,545,31-45,Medium,2,1,2023
C01644,VIP,48,Female,IT,161567,Single,Product_A,4,116.09,0.436,Credit Card,1868,51501,0.551,21.3,Bronze,2.6,1,18,21-11-2024,16,Fall,8,9,Store,1053.552,467,46-60,High,11,4,2024
C01645,VIP,26,Female,IT,62225,Single,Product_C,5,88.37,0.152,PayPal,4691,35372,0.484,38.7,Silver,3.2,15,13,25-03-2023,12,Spring,92,6,Online,3977.968,938.2,18-30,Premium,3,1,2023
C01646,VIP,48,Female,Other,39904,Married,Product_D,1,15.3,0.218,Credit Card,3977,11199,0.612,33.2,Silver,3.6,2,18,06-10-2023,19,Fall,30,10,Online,3110.014,3977,46-60,Premium,10,4,2023
C01647,Regular,39,Female,Manufacturing,25000,Married,Product_C,2,40.56,0.103,Credit Card,240,3995,0.257,9.8,Bronze,1,2,7,29-03-2024,10,Spring,5,3,Online,215.28,120,31-45,Low,3,1,2024
C01648,New,56,Male,Manufacturing,25000,Married,Product_C,3,157.66,0.29,PayPal,100,5287,0.362,12.6,Bronze,1.5,6,0,08-11-2024,9,Winter,11,7,App,71,33.33,46-60,Low,11,4,2024
C01649,New,59,Female,Retail,74749,Single,Product_B,3,42.01,0.044,Credit Card,312,17956,0.176,29.3,Silver,1.6,3,40,10-03-2024,14,Fall,23,2,Online,298.272,104,46-60,Low,3,1,2024
C01650,Regular,80,Male,Manufacturing,67016,Married,Product_C,1,42.51,0.155,PayPal,104,7798,0.464,14.5,Bronze,1.1,2,23,12-05-2024,13,Spring,22,5,Online,87.88,104,60+,Low,5,2,2024
C01651,New,50,Male,Retail,55654,Married,Product_E,1,100.58,0.385,Credit Card,307,3091,0.11,3,Bronze,1,4,66,13-09-2024,10,Summer,21,5,Online,188.805,307,46-60,Low,9,3,2024
C01652,VIP,46,Male,Healthcare,110346,Single,Product_C,1,147.37,0.262,PayPal,713,54253,0.068,34.8,Silver,2.9,2,9,28-03-2024,13,Spring,81,1,App,526.194,713,46-60,Medium,3,1,2024
C01653,Regular,44,Male,Other,184249,Divorced,Product_E,4,10,0.286,Credit Card,420,46632,0.295,20.6,Bronze,1,9,9,29-02-2024,14,Spring,25,3,Online,299.88,105,31-45,Low,2,1,2024
C01654,Regular,36,Male,Education,49946,Married,Product_B,1,65.02,0.148,Credit Card,3511,26067,0.828,43.9,Silver,3.5,8,14,07-10-2023,11,Winter,27,3,Online,2991.372,3511,31-45,Premium,10,4,2023
C01655,New,47,Male,Healthcare,93359,Married,Product_B,2,43.07,0.169,PayPal,102,30842,0.626,25.4,Silver,1.7,5,28,09-08-2023,13,Summer,86,8,Store,84.762,51,46-60,Low,8,3,2023
C01656,VIP,37,Male,IT,83308,Married,Product_C,1,63.01,0.205,Credit Card,1386,38057,0.358,35,Silver,2.8,4,89,08-06-2024,12,Fall,47,4,Phone,1101.87,1386,31-45,High,6,2,2024
C01657,Regular,44,Female,Other,25000,Married,Product_E,1,24.75,0.189,PayPal,1774,17653,0.586,37.7,Silver,3.9,3,9,27-04-2023,13,Fall,60,1,Online,1438.714,1774,31-45,High,4,2,2023
C01658,Regular,61,Male,Retail,25000,Married,Product_C,1,14.16,0.426,PayPal,754,12398,0.555,33.4,Silver,2,2,2,20-12-2023,14,Fall,4,17,Online,432.796,754,60+,Medium,12,4,2023
C01659,New,26,Female,Manufacturing,49666,Married,Product_C,1,94.47,0.243,Credit Card,560,16685,0.862,23,Bronze,1.5,8,22,16-03-2024,15,Fall,13,3,Store,423.92,560,18-30,Medium,3,1,2024
C01660,Regular,59,Female,Other,53080,Married,Product_D,2,112.36,0.126,Credit Card,257,3524,0.545,6.8,Bronze,1,2,99,24-04-2023,17,Fall,27,4,Store,224.618,128.5,46-60,Low,4,2,2023
C01661,Regular,61,Male,Other,26225,Married,Product_C,1,85.66,0.247,Credit Card,1926,16813,0.085,39.6,Silver,2.7,9,21,18-10-2023,14,Spring,63,0,Store,1450.278,1926,60+,High,10,4,2023
C01662,Regular,40,Male,Other,86986,Married,Product_D,1,147.68,0.332,Bank Transfer,1004,19762,0.56,30.7,Silver,2.4,1,21,25-11-2024,9,Spring,76,1,Online,670.672,1004,31-45,High,11,4,2024
C01663,Regular,18,Female,Other,48262,Married,Product_D,2,32.15,0.113,PayPal,2766,14018,0.357,32,Silver,2.8,3,20,25-11-2024,16,Winter,23,3,Online,2453.442,1383,18-30,Premium,11,4,2024
C01664,VIP,32,Female,Manufacturing,92965,Single,Product_E,1,45.55,0.143,Bank Transfer,338,4532,0.472,2.7,Bronze,1,1,23,30-08-2024,19,Spring,85,3,Online,289.666,338,31-45,Low,8,3,2024
C01665,VIP,61,Female,Finance,40543,Single,Product_D,4,228.66,0.08,PayPal,7817,25879,0.352,49.8,Silver,5,4,95,13-05-2024,14,Summer,12,5,Online,7191.64,1954.25,60+,Premium,5,2,2024
C01666,Regular,41,Male,Other,30234,Married,Product_E,3,101.68,0.251,Bank Transfer,187,12458,0.623,49.2,Silver,2.5,1,35,23-06-2024,13,Winter,48,3,Online,140.063,62.33,31-45,Low,6,2,2024
C01667,VIP,27,Male,Healthcare,38175,Married,Product_B,1,29.21,0.138,Credit Card,3495,11529,0.458,33.6,Silver,3.6,3,8,14-11-2024,18,Fall,92,2,App,3012.69,3495,18-30,Premium,11,4,2024
C01668,Regular,34,Male,IT,45148,Single,Product_E,5,206.61,0.163,Credit Card,341,2793,0.413,11.7,Bronze,1.4,4,87,12-11-2023,19,Summer,14,3,App,285.417,68.2,31-45,Low,11,4,2023
C01669,Regular,54,Male,Retail,103894,Single,Product_D,2,126.37,0.246,PayPal,4517,18923,0.633,35.9,Silver,3.4,7,31,16-02-2023,5,Spring,12,21,Online,3405.818,2258.5,46-60,Premium,2,1,2023
C01670,Regular,50,Male,IT,63048,Single,Product_D,1,32.2,0.054,Credit Card,188,9310,0.216,27.5,Silver,1.9,5,25,14-08-2023,17,Summer,121,10,App,177.848,188,46-60,Low,8,3,2023
C01671,Regular,38,Male,Retail,25000,Married,Product_D,1,37.19,0.041,Credit Card,554,5819,0.716,13.7,Bronze,1.2,2,14,09-02-2024,9,Winter,19,17,Online,531.286,554,31-45,Medium,2,1,2024
C01672,Regular,36,Female,Manufacturing,57578,Married,Product_E,2,184.04,0.225,PayPal,2309,18292,0.528,32.8,Silver,3.8,4,52,05-09-2024,10,Fall,4,5,App,1789.475,1154.5,31-45,Premium,9,3,2024
C01673,Regular,36,Male,Healthcare,124742,Single,Product_E,3,95.36,0.11,Bank Transfer,257,14357,0.65,10.2,Bronze,1,2,14,26-02-2023,15,Summer,4,0,Online,228.73,85.67,31-45,Low,2,1,2023
C01674,VIP,28,Male,Education,52896,Married,Product_D,2,21.07,0.091,PayPal,100,16183,0.299,29.9,Silver,1.2,2,17,08-01-2023,12,Fall,98,1,Online,90.9,50,18-30,Low,1,1,2023
C01675,Regular,66,Male,Other,25000,Married,Product_E,5,48.1,0.476,Credit Card,1226,5783,0.44,39.4,Silver,2.7,5,45,29-07-2023,14,Spring,19,5,Online,642.424,245.2,60+,High,7,3,2023
C01676,New,37,Female,IT,42961,Married,Product_E,2,51.56,0.497,PayPal,438,13934,0.322,20.5,Bronze,1.3,4,0,05-11-2023,14,Winter,12,4,Store,220.314,219,31-45,Medium,11,4,2023
C01677,Regular,60,Female,Education,57916,Married,Product_C,1,165.79,0.306,PayPal,1414,9575,0.62,22.1,Bronze,2,4,10,05-08-2023,12,Spring,1,1,Store,981.316,1414,46-60,High,8,3,2023
C01678,Regular,64,Female,Healthcare,25000,Married,Product_D,1,83.88,0.136,Bank Transfer,312,6157,0.523,13.3,Bronze,1,2,78,21-05-2023,17,Fall,3,6,Online,269.568,312,60+,Low,5,2,2023
C01679,VIP,56,Female,Finance,38469,Single,Product_E,1,81.92,0.39,PayPal,3195,19786,0.635,29.7,Silver,2.6,6,0,19-09-2023,11,Spring,67,31,Online,1948.95,3195,46-60,Premium,9,3,2023
C01680,New,35,Female,Manufacturing,71892,Single,Product_D,1,55.59,0.554,PayPal,647,26069,0.212,23.3,Bronze,1.3,4,3,24-10-2023,18,Winter,43,3,Store,288.562,647,31-45,Medium,10,4,2023
C01681,VIP,48,Male,Other,25000,Married,Product_E,4,62.78,0.342,PayPal,912,2641,0.332,7.4,Bronze,1.4,5,40,02-12-2023,11,Spring,146,0,Online,600.096,228,46-60,Medium,12,4,2023
C01682,VIP,41,Female,Education,52118,Divorced,Product_D,2,75.24,0.014,PayPal,3118,15086,0.126,28.9,Silver,3.9,1,21,03-05-2023,19,Spring,6,3,Online,3074.348,1559,31-45,Premium,5,2,2023
C01683,New,28,Male,Retail,57119,Married,Product_B,4,117.03,0.17,Credit Card,100,14002,0.45,14,Bronze,1.5,13,27,08-01-2023,19,Summer,15,4,App,83,25,18-30,Low,1,1,2023
C01684,New,46,Female,Manufacturing,78167,Single,Product_B,3,32.7,0.144,PayPal,396,4604,0.573,9.1,Bronze,1,1,48,24-05-2024,12,Spring,19,4,Store,338.976,132,46-60,Low,5,2,2024
C01685,Regular,24,Male,Other,48825,Single,Product_A,2,11.84,0.326,Digital Wallet,1052,6967,0.488,15.5,Bronze,1,3,1,16-03-2024,23,Spring,35,3,Store,709.048,526,18-30,High,3,1,2024
C01686,New,59,Female,Other,25000,Divorced,Product_E,1,46.54,0.105,Bank Transfer,241,3564,0.21,7.4,Bronze,1,2,79,29-06-2023,15,Summer,88,0,App,215.695,241,46-60,Low,6,2,2023
C01687,VIP,35,Male,Education,93720,Divorced,Product_D,2,407.43,0.126,Credit Card,730,8633,0.466,15.2,Bronze,2,4,17,13-05-2023,10,Summer,17,6,App,638.02,365,31-45,Medium,5,2,2023
C01688,New,45,Female,Finance,93717,Married,Product_E,3,34.69,0.23,Credit Card,1248,40876,0.34,29.1,Silver,3,3,74,25-01-2024,14,Spring,30,0,Store,960.96,416,31-45,High,1,1,2024
C01689,New,46,Female,Other,72499,Married,Product_E,6,78.56,0.3,Credit Card,314,8235,0.266,11.8,Bronze,1,4,4,29-06-2024,13,Summer,3,1,Online,219.8,52.33,46-60,Low,6,2,2024
C01690,New,38,Male,IT,65415,Married,Product_A,1,62.46,0.019,PayPal,195,6943,0.417,5.7,Bronze,1,10,9,21-12-2024,10,Winter,48,0,App,191.295,195,31-45,Low,12,4,2024
C01691,VIP,50,Male,Finance,46453,Single,Product_C,4,26.92,0.188,Credit Card,255,2241,0.488,4.2,Bronze,1,5,3,24-08-2023,12,Spring,27,2,Online,207.06,63.75,46-60,Low,8,3,2023
C01692,Regular,34,Male,Other,25000,Divorced,Product_B,1,195.73,0.122,PayPal,1997,13821,0.327,30,Silver,2,2,28,27-05-2024,15,Spring,8,9,Online,1753.366,1997,31-45,Premium,5,2,2024
C01693,Regular,55,Female,Healthcare,50566,Divorced,Product_B,2,15.39,0.039,Bank Transfer,845,10694,0.311,17.7,Bronze,1.1,4,27,26-07-2024,8,Spring,136,0,Phone,812.045,422.5,46-60,Medium,7,3,2024
C01694,Regular,21,Female,Other,152801,Married,Product_E,1,37.19,0.541,Credit Card,921,45100,0.26,24,Bronze,1.4,7,4,15-11-2024,12,Spring,180,0,Online,422.739,921,18-30,Medium,11,4,2024
C01695,VIP,43,Male,Education,89768,Divorced,Product_A,1,24.67,0.06,Bank Transfer,1275,18743,0.232,20,Bronze,1,1,43,29-12-2023,14,Fall,1,1,Store,1198.5,1275,31-45,High,12,4,2023
C01696,Regular,71,Male,Healthcare,45798,Married,Product_B,2,243.41,0.382,Credit Card,642,21402,0.512,24.2,Bronze,1.4,3,40,15-03-2023,19,Summer,41,11,Online,396.756,321,60+,Medium,3,1,2023
C01697,VIP,26,Male,Other,98320,Single,Product_D,3,63.83,0.166,Bank Transfer,5598,30504,0.543,38.7,Silver,5,6,125,11-02-2024,15,Winter,7,7,Store,4668.732,1866,18-30,Premium,2,1,2024
C01698,Regular,31,Male,Education,25000,Married,Product_B,1,37.19,0.248,PayPal,849,18159,0.25,38.2,Silver,2.9,6,17,13-02-2023,16,Summer,100,0,Online,638.448,849,31-45,Medium,2,1,2023
C01699,New,49,Male,IT,95845,Married,Product_A,3,37.74,0.217,Bank Transfer,2093,52538,0.153,50.3,Gold,3.2,1,47,22-03-2024,7,Fall,12,0,Online,1638.819,697.67,46-60,Premium,3,1,2024
C01700,New,44,Non-binary,Other,101069,Divorced,Product_C,1,129.72,0.361,Credit Card,633,21250,0.057,24.4,Bronze,1.9,3,24,20-01-2023,19,Summer,84,8,Store,404.487,633,31-45,Medium,1,1,2023
C01701,New,47,Female,Retail,72852,Married,Product_D,3,89.76,0.323,PayPal,727,37123,0.311,43.3,Silver,2.1,4,4,15-04-2024,13,Winter,24,5,App,492.179,242.33,46-60,Medium,4,2,2024
C01702,Regular,49,Female,Manufacturing,37405,Married,Product_C,4,67.82,0.244,Credit Card,1066,9638,0.513,18.5,Bronze,1.8,18,50,21-03-2023,13,Summer,21,4,Online,805.896,266.5,46-60,High,3,1,2023
C01703,VIP,51,Male,Healthcare,50025,Married,Product_A,4,52.93,0.094,PayPal,1640,17389,0.753,30.4,Silver,2.7,5,32,17-11-2023,18,Summer,7,0,Online,1485.84,410,46-60,High,11,4,2023
C01704,VIP,58,Female,IT,138320,Married,Product_B,2,349.16,0.111,Credit Card,3869,116796,0.5,55.5,Gold,4.2,6,5,12-08-2024,16,Summer,66,0,App,3439.541,1934.5,46-60,Premium,8,3,2024
C01705,VIP,48,Female,Education,43531,Married,Product_C,2,48.27,0.251,Digital Wallet,1473,34977,0.238,45.7,Silver,2.7,5,31,15-03-2024,14,Fall,59,4,App,1103.277,736.5,46-60,High,3,1,2024
C01706,Regular,38,Female,Retail,37127,Married,Product_E,2,78.97,0.292,Credit Card,1553,22662,0.149,35.3,Silver,3.5,4,8,10-08-2024,9,Winter,86,8,App,1099.524,776.5,31-45,High,8,3,2024
C01707,VIP,52,Female,Healthcare,52045,Married,Product_D,3,66.81,0.022,Credit Card,2317,25343,0.184,38.2,Silver,3.1,2,12,19-02-2024,18,Spring,49,4,Online,2266.026,772.33,46-60,Premium,2,1,2024
C01708,Regular,70,Female,Manufacturing,25000,Married,Product_C,3,18.96,0.096,Credit Card,402,2116,0.166,12.8,Bronze,1,4,16,27-12-2024,16,Summer,7,7,Online,363.408,134,60+,Low,12,4,2024
C01709,Regular,40,Male,Other,33952,Married,Product_A,1,84.19,0.173,Credit Card,1105,33906,0.198,55,Gold,3.1,4,51,17-10-2024,15,Spring,1,0,Online,913.835,1105,31-45,High,10,4,2024
C01710,New,27,Female,Retail,25000,Single,Product_C,5,52.41,0.314,PayPal,180,13749,0.25,39.8,Silver,2.5,11,37,03-03-2024,9,Summer,3,0,Online,123.48,36,18-30,Low,3,1,2024
C01711,Regular,58,Male,IT,71320,Married,Product_C,3,72.94,0.034,Credit Card,628,6564,0.231,17.9,Bronze,1,3,14,24-10-2023,19,Spring,140,10,Store,606.648,209.33,46-60,Medium,10,4,2023
C01712,VIP,40,Female,Healthcare,95466,Married,Product_D,1,52.74,0.303,PayPal,1840,55743,0.495,34.2,Silver,3.2,1,156,28-04-2023,16,Fall,72,3,Online,1282.48,1840,31-45,High,4,2,2023
C01713,New,18,Male,Education,25000,Married,Product_C,2,63.31,0.036,Bank Transfer,826,4459,0.141,16.8,Bronze,1.6,5,15,19-02-2024,18,Fall,26,1,Phone,796.264,413,18-30,Medium,2,1,2024
C01714,Regular,54,Male,Manufacturing,35210,Single,Product_C,2,78.5,0.307,PayPal,249,2573,0.541,7.7,Bronze,1.4,6,70,22-01-2023,18,Fall,60,7,App,172.557,124.5,46-60,Low,1,1,2023
C01715,VIP,33,Female,Finance,143852,Divorced,Product_C,1,188.58,0.557,Credit Card,1355,51584,0.507,34.5,Silver,1.8,1,9,29-11-2023,15,Fall,5,14,Phone,600.265,1355,31-45,High,11,4,2023
C01716,New,40,Non-binary,Manufacturing,35493,Divorced,Product_C,3,46.47,0.257,Digital Wallet,311,18961,0.342,53.5,Gold,2.1,8,15,25-06-2023,7,Winter,4,8,App,231.073,103.67,31-45,Low,6,2,2023
C01717,Regular,46,Female,Other,125187,Married,Product_B,1,78.55,0.115,Bank Transfer,867,30210,0.49,40.6,Silver,2.8,5,25,24-09-2024,11,Summer,92,1,Online,767.295,867,46-60,Medium,9,3,2024
C01718,VIP,44,Female,Healthcare,25000,Married,Product_C,2,197.56,0.098,Bank Transfer,2055,14276,0.596,31.9,Silver,2.4,6,2,16-04-2024,12,Winter,25,6,Online,1853.61,1027.5,31-45,Premium,4,2,2024
C01719,VIP,52,Female,Retail,64067,Married,Product_D,1,27.89,0.252,Credit Card,2742,13071,0.11,14.3,Bronze,2.5,11,35,07-12-2024,10,Winter,32,3,App,2051.016,2742,46-60,Premium,12,4,2024
C01720,Regular,35,Female,Manufacturing,62192,Married,Product_C,1,105.32,0.176,PayPal,1676,17312,0.469,42.3,Silver,2.7,5,92,06-01-2024,15,Winter,28,1,Online,1381.024,1676,31-45,High,1,1,2024
